0,0,-10,-10
-6.57,0,0,-10
0,0,0,-10
0,0,-8.823509,-10
0,0,0,-10
0,0,0,-10
0,0,0,-10
-10,0,0,-10
0,0,-10,0
0,0,0,0
0,0,0,-9.952524
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-10,0,0,0
0,0,-10,0
0,-8.823509,0,0
0,0,0,0
0,-9.596463,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-10,0,0,0
-9.861587,0,-10,0
0,0,0,0
-9.952524,0,-9.596463,0
0,0,0,0
0,0,-8.823509,0
0,0,0,0
0,0,0,0
-10,0,0,0
0,0,-10,0
0,0,0,-9.994414
0,0,0,0
0,0,0,-9.861587
0,2.889263E-05,0,0
2.349482E-07,4.078961E-06,0,0
0,0,9.789507E-07,0
-10,0,0,0
0,0,-10,0
0,0,0,0
0,-9.861587,0,0
0,0,0,0
0,0.000120386,0,4.078961E-06
0,0,9.997452E-06,1.382048E-06
0,0,0,0
-10,0,0,0
0,0,-10,0
-6.57,0,0,0
0,0.0001347323,0,0
0.000120386,0.0007231953,-8.823509,0
5.758533E-07,-9.954589,0.0002950637,0
0,0,0,2.399389E-06
0,0,0,0
-10,0,0,0
0,0,-10,0
0,0,0,0
0.001116164,0,0,0
-8.818388,0.003013313,0.0001347323,0.0003801114
0,0.0680614,0.001229432,0.000120386
0,-8.786464,-9.945077,0
0,-6.564267,0,0
-10,0,0,0
0,-6.57,-10,0
0,0,0,0
0.01066645,0,0,0
0.005733092,0.04043036,-8.822948,0.001617778
-9.095816,0.1517383,0.0118126,-8.810349
-8.529037,1.914773,0.04323957,0
0,1.210246,-9.307713,0
-10,0,-8.526228,0
0,0,-10,0
0,0,0,0
0.009746257,0,0,-8.822948
0.2295285,0.2295285,0,0.001375942
0.9269298,0.8379247,0,0.0680614
3.940995,4.677268,0.2641585,-8.765807
6.619361,8.995238,1.549976,-9.014463
-10,41.09702,3.046161,0
-6.57,0,-10,0
0.0005613845,0,0,0
0,0,0,0.003976473
0.5137988,0.1486539,0,0.06668489
4.677268,0.06903598,0.1599318,0.2295285
14.09125,9.052593,0.8379247,1.514371
0,47.34081,1.850524,0
-10,120.0529,8.995238,14.49684
0,0,-10,0
0,0,0,-8.823509
0.1343269,0,0,0
1.11074,0,0.002339101,0.1400332
3.078548,0,0.1486539,0.5137988
18.51915,6.196212,1.11074,7.809319
81.30846,12.8642,9.43857,0
-10,0,28.91216,67.52981
0,0,-10,0
0,0,0,0
0,0,0,0.002339101
0,0,0,0
0,0,0,0
13.33248,2.279822,0,7.162685
52.93786,5.471648,3.693312,0
-10,24.45338,0,114.7282
0,-10,-10,0
0,-10,0,0
0,-10,0,0
0,-10,0,0
0,-10,0,0
11.80331,-10,0,5.407429
28.64094,-10,5.029126,20.37857
-10,-10,8.857016,60.6135
